"word_id","sbj_id","response","word","language","meaning","is_sound_symbolic"
"word8","sbj22","big","penda","gujarati","big","no"
"word9","sbj1","big","koskocaman","turkish","big","yes"
"word9","sbj2","small","koskocaman","turkish","big","yes"
"word9","sbj3","big","koskocaman","turkish","big","yes"
"word9","sbj4","big","koskocaman","turkish","big","yes"
"word9","sbj5","big","koskocaman","turkish","big","yes"
"word9","sbj6","big","koskocaman","turkish","big","yes"
"word9","sbj7","big","koskocaman","turkish","big","yes"
"word9","sbj8","small","koskocaman","turkish","big","yes"
"word9","sbj9","small","koskocaman","turkish","big","yes"
"word9","sbj10","big","koskocaman","turkish","big","yes"
"word9","sbj11","big","koskocaman","turkish","big","yes"
"word9","sbj12","big","koskocaman","turkish","big","yes"
"word9","sbj13","small","koskocaman","turkish","big","yes"
"word9","sbj14","big","koskocaman","turkish","big","yes"
"word9","sbj15","big","koskocaman","turkish","big","yes"
"word9","sbj16","big","koskocaman","turkish","big","yes"
"word9","sbj17","big","koskocaman","turkish","big","yes"
"word9","sbj18","big","koskocaman","turkish","big","yes"
"word9","sbj19","small","koskocaman","turkish","big","yes"
"word9","sbj20","big","koskocaman","turkish","big","yes"
"word9","sbj21","big","koskocaman","turkish","big","yes"
"word9","sbj22","big","koskocaman","turkish","big","yes"
